name,description,image_url,restaurant_id
Lo Mein,Pasta noodles with your choice of protein.,https://d1e3z2jco40k3v.cloudfront.net/-/media/mccormick-us/recipes/mccormick/b/800/beef-lo-mein.jpg?vd=20200628T063707Z&hash=9147AB1C8479EEBF359AC8D79E7D8272,21
House Special Chow Fun,"Thick rice noodle with vegetable, chicken, beef and shrimp.",https://food.fnr.sndimg.com/content/dam/images/food/fullset/2018/9/9/0/DV2901_Beef-Chow-Fung_s4x3.jpg.rend.hgtvcom.826.620.suffix/1536507709354.jpeg,21
Singapore Mai Fun,"Thin noodles stir fried with vegetable, chicken, beef, and shrimp in curry sauce. Hot and spicy.",https://www.chinasichuanfood.com/wp-content/uploads/2014/12/singapore-mei-fun-th1-1.jpg,21
Moo Shu,"A delicious Chinese crepe stuffed with egg, vegetable, and five pancakes. Served with hoisin sauce.",https://www.readyseteat.ca/sites/g/files/qyyrlu541/files/uploadedImages/VH_Moo-Shu-Pork.jpg,21
House Special Chop Suey,"Vegetable with chicken, beef and shrimp. Served with white rice.","https://cdn.shortpixel.ai/client/q_lossy,ret_img,w_1200/https://norecipes.com/wp-content/uploads/2017/04/chop-suey-010-1200x800.jpg",21
Yung Chow Fried Rice,"Chicken, shrimp, pork, egg, green pea, onion, napa cabbage, and white rice.",https://www.rotinrice.com/wp-content/uploads/2016/01/YangChow-3.jpg,21
cacio e pepe,Spaghetti with pecorino Romano cheese & coarse black pepper. Vegetarian.,https://s3-media0.fl.yelpcdn.com/bphoto/kpezulB4mSO5_fv-tLgU5g/o.jpg,22
Meatballs,Beef & veal meatballs served in house-made tomato sauce.,https://s3-media0.fl.yelpcdn.com/bphoto/Nj5mii8wZv6BkjOX6kdA3A/o.jpg,22
Beef Brociole sausage and meatball rigatoni,"Beef braciole with prosciutto, provolone, house sausage, & meatballs.",https://s3-media0.fl.yelpcdn.com/bphoto/8Op8a9LFk324qafQTh0HcQ/o.jpg,22
pappardelle with bolognese in a parmesan basket,pappardelle with bolognese in a parmesan basket,https://s3-media0.fl.yelpcdn.com/bphoto/3-lD2ND9dNFEBDLI_Csacg/o.jpg,22
Semolina Gnochi,Baked in marinara sauce & topped with mozzarella cheese.,https://s3-media0.fl.yelpcdn.com/bphoto/9cg_hTm5Cnovjd2PYB_CqQ/o.jpg,22
Tiramisu,The classic pick me up,https://s3-media0.fl.yelpcdn.com/bphoto/oMYN99DaVSzzMoVO2VQ3ig/o.jpg,22
Arincini,Rice lightly coated with breadcrumbs then deep fried,https://s3-media0.fl.yelpcdn.com/bphoto/GvLHRecVft7S0T1xuMuLNw/o.jpg,23
Pizza Tartufo,"Black truffle pate, porcini mushrooms con panna, locally-sourced sausage, basil, fior di latte mozzarella and pecorino Romano.",https://s3-media0.fl.yelpcdn.com/bphoto/36fMORqSO1gS66SqCskdwg/o.jpg,23
Prosciutto e Bufala,"San Daniele prosciutto, imported mozzarella di Bufala and basil.",https://s3-media0.fl.yelpcdn.com/bphoto/W9CYRrxU35YqJPoaZXwpZg/o.jpg,23
Barese Pizza,"Rapini, locally-sourced sausage, imported burrata, pecorino Romano and fior di latte mozzarella.",https://s3-media0.fl.yelpcdn.com/bphoto/QB1fvo9Ce4KnKcvQaewkcA/o.jpg,23
Gnocchi Sorretina,"Tomato sauce, basil, fior di latte mozzarella and Parmigiano-Reggiano.",https://s3-media0.fl.yelpcdn.com/bphoto/C55GxguaQY0lIdYzbM_PuQ/o.jpg,23
Cannoli,"Homemade cannoli shells fillet with our sweet, creamy ricotta filling.",https://s3-media0.fl.yelpcdn.com/bphoto/qIEUnrWyeUXJB9lBCi_YEw/o.jpg,23
Buratta Plate,"Creamy fresh mozzarella cheese with toasted crusty bread, marinated oven dried tomatoes, basil, and Prosciutto di Parma",https://s3-media0.fl.yelpcdn.com/bphoto/sttvEMp-tHcDLBf2fazhnA/o.jpg,24
Pennette Cardinale,"Penne pasta tossed in white wine-tomato cream reduction sauce with grilled artichokes, chicken breast, shallots, and sun-dried tomatoes",https://s3-media0.fl.yelpcdn.com/bphoto/VBkpq0yQJpNXguYz1hiUvg/o.jpg,24
Zuppa di Pesce,"Fresh seafood stew including scallops, shrimp, calamari, and salmon in a light red sauce over homemade linguini. Try it spicy!",https://s3-media0.fl.yelpcdn.com/bphoto/FAu1PFSxU3vwDqwnj6tATw/o.jpg,24
Milk & Honey Baby Back Ribs,"Baby back ribs (pork) marinated in honey and thyme. Finished in a slow braise of milk and shitake mushrooms with a touch of citrus. Smoky, fall off the bone tender. Served on a bed of shredded sweet potato",https://s3-media0.fl.yelpcdn.com/bphoto/FAu1PFSxU3vwDqwnj6tATw/o.jpg,24
Gnocchi al Brivido,"Tender potato gnocchi pasta sautéed in our homemade basil pine nut pesto, then tossed with tender chicken breast, sun-dried tomatoes, parmesan, and pine nuts",https://s3-media0.fl.yelpcdn.com/bphoto/__7kLk_ZBHlOXgEz-b3VIA/o.jpg,24
Chocolate Rasberry Cake,"Layers of rich chocolate cake, chocolate ganache and raspberry sauce",https://s3-media0.fl.yelpcdn.com/bphoto/zGpDtHuqrr3_vsbQ1C9QCA/o.jpg,24
"Magret et Confit de Canard, Sauce à L’orange","Seared Duck Breast & Leg Confit, Wild Mushrooms, Red Cabbage, Beets, Poached Pear, Sweet Potatoes, Butternut Squash Croquettes and Cranberry Orange Sauce",https://s3-media0.fl.yelpcdn.com/bphoto/HHZm3E0R-C46Eogkrv-PnA/o.jpg,25
Pâté de deux Sortes,Duck Liver Pâté with Traditional Garnish & Toast Points,https://s3-media0.fl.yelpcdn.com/bphoto/EHq2F9tMCBmeGvBG0fI63Q/o.jpg,25
Poulet Aux Romarin,"Pan Seared and Roasted Half Chicken with Rosemary, white Burgundy Wine, Garlic, Pearl Onions and Roasted Country Potatoes",https://s3-media0.fl.yelpcdn.com/bphoto/xqZwdG-biGgQ6vI-VPHD0g/o.jpg,25
Filet de Saumon Grillé,"Salmon Filet Grilled, Julienne of Vegetables, Asparagus, Potato Tournée and Mustard Sauce",https://s3-media0.fl.yelpcdn.com/bphoto/O64kZxs1d6RvmuuJRUVOEQ/o.jpg,25
Steak Grillé au Poivre,"Center Cut Grilled NY Strip Steak with Crushed Black Pepper Corn, Cognac Sauce and Pommes Frites",https://s3-media0.fl.yelpcdn.com/bphoto/nR11BIsWWgTRGynazOK_-g/o.jpg,25
Gateau aux Amondes,Baked Almonds Gateau Served Warm with Vanilla Ice Cream & Caramel Sauce,https://s3-media0.fl.yelpcdn.com/bphoto/5yypzR26SYlp1QHe7l_S4w/o.jpg,25
Roast Salmon,"mashed peas & leeks, crème fraîche beurre blanc",https://s3-media0.fl.yelpcdn.com/bphoto/W5j--VTB5HMVsgvoJ1wDXw/o.jpg,26
STEAK CLASSIQUE,maître d'hôtel butter,https://s3-media0.fl.yelpcdn.com/bphoto/I8sslEkhKHSsznX9u9ORCw/o.jpg,26
STEAK BORDELAISE,"caramelized onion, red wine sauce",https://s3-media0.fl.yelpcdn.com/bphoto/wwzsw9Cb3TFqYuq7xuWn6g/o.jpg,26
Braised Lamb Shank,Braised Lamb Shank,https://s3-media0.fl.yelpcdn.com/bphoto/eaJHg74BO61RvdeGKHn5qw/o.jpg,26
Trout Almondine,"french green beans, brown butter, lemon",https://s3-media0.fl.yelpcdn.com/bphoto/Hdhf0JvnAURaUKack4PpMA/o.jpg,26
Dessert Sampler,"Iced cream puff pastry, chocolate mousse, creme brulee",https://s3-media0.fl.yelpcdn.com/bphoto/ygD6aGTcLIW6VeHhRhy_uw/o.jpg,26
Fjord Troute en Croute,"Puff Pastry-Wrapped Ocean Trout, English Pea Mousse, Corn, Tomato, Sauce Sorrel",https://s3-media0.fl.yelpcdn.com/bphoto/-nx1Cnb6z0OgfQuEkcSDSg/o.jpg,27
Steak Tartare,Steak Tartare,https://s3-media0.fl.yelpcdn.com/bphoto/N9ZeqVkiJJHZ6VwNI0Jl5g/o.jpg,27
Seafood bouillabaisse,Seafood bouillabaisse,https://s3-media0.fl.yelpcdn.com/bphoto/0tGcPnwAjiQExL3RgCCyRg/o.jpg,27
Ribeye steak,Ribeye steak with sautee mushroom and triople fried steak fries,https://s3-media0.fl.yelpcdn.com/bphoto/5tRzHyYHBd3nbQyORNX-Iw/o.jpg,27
Poulet Rôti,"1/2 Green Circle Chicken, Chicken Skin Jus, Robuchon Potatoes, Haricots Vert",https://s3-media0.fl.yelpcdn.com/bphoto/7oO2UGj2eYKdoy3mYpbE2w/o.jpg,27
Chocolate Cake,decedant chocolate cake,https://s3-media0.fl.yelpcdn.com/bphoto/m4HSNUoW6W7OL-V6gMpmvw/o.jpg,27
Queso Azteca,"Baked Chihuahua cheese with huitlacoche (corn truffle), roasted corn, cilantro & poblano pepper strips. Served with flour tortillas",https://s3-media0.fl.yelpcdn.com/bphoto/Kht0cpOsGm9vMQj5SGidlw/o.jpg,28
Chile Relleno,Poblano pepper stuffed with Chihuahua cheese & topped with ranchero sauce & queso fresco. Served with white rice & black beans,https://s3-media0.fl.yelpcdn.com/bphoto/W-9yZOGzjhsKBZkx8sPSSg/o.jpg,28
Tamatillo Enchiladas,"Three enchiladas topped with melted Chihuahua cheese, sour cream & garnished with radish. Served with white rice & black beans Choose one stuffing: Chicken 15.50, Veggie 15.50 OR Steak 16.50 Choose one sauce: Mole, Ranchera OR Roasted-Tomatillo",https://s3-media0.fl.yelpcdn.com/bphoto/7VIGF4lW_ZaUVCli3NAbWw/o.jpg,28
Habanero BBQ Ribs,Smoked tender baby back-ribs seasoned and fire grilled for extra flavor. Brushed with habanero BBQ sauce & served with esquite (corn off the cob),https://s3-media0.fl.yelpcdn.com/bphoto/reXlxXlHF5V0yJRNlzVcBg/o.jpg,28
Chicken taquitos,"Six mini crispy taquitos stuffed with chicken tinga, topped with avocado-tomatillo sauce, cabbage, sour cream & queso fresco",https://s3-media0.fl.yelpcdn.com/bphoto/-PqIvM5lTmwWuazJUPUFTw/o.jpg,28
Flan,Vanilla Flan,https://s3-media0.fl.yelpcdn.com/bphoto/kn9_3yj0-wuU76i6Y-HMyg/o.jpg,28
SABROSO! SKILLET,"Housemade chorizo, bacon, chicken sausage, jalapenos, avocado, queso fresco, cheddar cheese and potatoes served with a side of green salad and choice of toast",https://s3-media0.fl.yelpcdn.com/bphoto/H5eT6i_fdiUjduAO9hbDHA/o.jpg,29
Enchiladas,"Choice of filling: al pastor, carne asada, carnitas, chicken, chorizo, cheddar cheese, queso fresco or sautéed veggies and topped with queso fresco, cilantro, onions and sour cream and your choice red, green or mole ($0.95 extra) sauce and served with Mexican rice and peruano or black beans",https://s3-media0.fl.yelpcdn.com/bphoto/_saKmqh-p6bT48iTMXJtZg/o.jpg,29
TAMALES,"Leaf-wrapped masa filled with chicken or pork and topped with sour cream, queso fresco and green sauce for chicken or red sauce for pork and served with Mexican rice and Peruano or black beans",https://s3-media0.fl.yelpcdn.com/bphoto/uoN0rBlxJvIjoiYjdFCbsg/o.jpg,29
MEXICAN CHICKEN TACO SALAD,"Taco shell filled with lettuce, black beans, avocado, panela cheese and pico de gallo and choice of blackened, grilled chicken. contains gluten and dairy (can be made dairy-free)",https://s3-media0.fl.yelpcdn.com/bphoto/GjUzivMyCpI9Jhgqf8DNdw/o.jpg,29
CARNE ASADA,"Juicy marinated Ranchera skirt steak, grilled cactus and spring onion served on a sizzling platter with sides of sour cream, guacamole, pico de gallo, lettuce and queso fresco and served with Mexican rice, peruano or black beans and handmade corn tortillas",https://s3-media0.fl.yelpcdn.com/bphoto/EJClg7pa7H4Ar7CN85HtKw/o.jpg,29
SABROSO BUNELOS HOLES,"Deep fried dough cover in cinnamon sugar, drizzled with cajeta and served with a side of sweet espresso sauce",https://s3-media0.fl.yelpcdn.com/bphoto/-3KOZ_UbbN0krJSAoISh7Q/o.jpg,29
Carnitas Value Meal,1/2 Libra de Carnitas. 1 Taco Dorado. Chicharrones. Frijoles. 1 AguaFresca 12 oz.,https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2019/12/Captura-de-Pantalla-2019-12-20-a-las-11.44.12.jpg,30
BOTANA URUAPAN,"3 Tacos Dorados of your choice, and a side of Chicharron",https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2020/05/IMG_5011-1280x640.jpg,30
MENUDO,"Spicy beef tripe stew served with onion, red pepper, oregano and lim.",https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2020/02/14900532_1069334806497827_4361151341678470172_n.jpg,30
Guacamole,"Mexican Avocados, Onion, Cilantro, Lime and Serrano Pepper",https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2020/05/IMG_4989-1280x640.jpg,30
CHICHARRON GUISADO,Chicharrones served in a Mildly Spicy Jalapeño/Tomatoe/Tomatillo salsa,https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2020/05/IMG_4987-1280x640.jpg,30
Paletas Gourmet,Homemade mexican popsicles,https://grupomasbtl.com/carnitas/wp-content/uploads/sites/2/2020/02/80059409_2475303289234298_539685275220049920_o-1-960x640.jpg,30
Scallop Volcano,"Spicy scallop, shrimp tempura, smoked salmon, cucumber, and crispy scallions, sweet soy reduction.",https://wasabisushibars.com/wp-content/uploads/2018/03/scallop-volcano.jpg,31
Wasabi Tail,"Yellow tail, scallion oil, cucumber bacon salsa, kaiware, chopped yellow tail, scallion, wasabi tobiko, avocado and wasabi aioli.",https://2.bp.blogspot.com/-ug4VYjXpxS8/UFkkFNeN8tI/AAAAAAAAAUo/E5FXZ4iBYJI/s1600/wasabi+sushi+1.jpg,31
Dynamite,"Baked scallop, scallop mix, tempura bits, spicy tuna, fish cake, cream cheese, wasabi aioli, and sweet soy reduction.",https://i.pinimg.com/originals/c9/ef/71/c9ef71ab42e904e0b31832e13b06b99b.jpg,31
Albacore Tataki,"Albacore tuna, soft shell crab, spicy tuna, cucumber, avocado, and tataki sauce.",https://media-cdn.tripadvisor.com/media/photo-s/10/a0/90/25/peppered-tuna-tataki.jpg,31
Kappa and Avocado Roll,Cucumber and avocado,https://tiger-corporation-us.com/wp-content/uploads/2019/10/new-york-roll-900x600.jpg,31
Shrimp Tempura Roll,Shrimp Tempura Roll,https://www.dinneratthezoo.com/wp-content/uploads/2016/07/shrimp-tempura-roll-5-500x500.jpg,31
Rainbow Roll,"crabstick, cucumber & shitake topped with salmon, tuna, hamachi and avocado.",https://cdn.shopify.com/s/files/1/1291/3261/products/Rainbow-Roll_1200x.jpg?v=1495473231,32
Negi Escolar,yellowtail & scallion.,https://raster-static.postmates.com/?url=com.postmates.img.prod.s3.amazonaws.com/6091174a-b391-4ec1-83d1-f5c8a51678c4/orig.jpg&quality=90&w=1500&h=900&mode=crop&format=jpg&v=4,32
Spicy Tuna,"tuna, cucumber, masago, spicy mayo & chilli oil",https://tiger-corporation-us.com/wp-content/uploads/2019/08/spicy-tuna-roll-900x600.jpg,32
Crunchy Spicy Tuna,"spicy tuna, cucumber & tempura crumb.",https://static1.squarespace.com/static/5b78bd564cde7ad169631d76/5b87408070a6adac9e0fbf14/5bd3a591e4966b23a9e3603b/1545430953347/spicytunacrunchroll1.jpg?format=1500w,32
Spider Roll,"crispy soft shell crab, avo, cucumber, masago mayo & unagi sauce.",https://media-cdn.tripadvisor.com/media/photo-s/0d/36/34/15/spicy-spider-roll.jpg,32
California Roll,"crabstick, avocado, cucumber & masago.",https://i1.wp.com/www.angsarap.net/wp-content/uploads/2018/02/California-Maki-Wide.jpg?fit=1080%2C720&ssl=1,32
Pork Buns,Holland pork belly with sunomono salad‏ in steamed buns,https://www.koreanbapsang.com/wp-content/uploads/2009/09/DSC_0010-e1538629400518.jpg,33
Gyoza,"pan-fried beef dumplings topped with sweet & sour sauce, and scallions.",https://www.justonecookbook.com/wp-content/uploads/2020/04/Gyoza-3112-I-500x500.jpg,33
Shumai,"steamed dumplings topped with sweet & sour sauce, and scallions choice of: shrimp, edamame.",https://www.spoonforkbacon.com/wp-content/uploads/2012/06/shrimp-shumai-recipe-card.jpg,33
Classic Ramen,"The original silky “Tonkotsu” (pork) soup noodle topped with Holland pork chashu, kikurage mushrooms, nitamago, scallions, spinach, corn and sesame oil.",https://media-cdn.tripadvisor.com/media/photo-s/12/08/79/ce/tofu-shoyu-ramen.jpg,33
Black Garlic Tonkotsu Ramen,"The original‏ silky “Tonkotsu” (pork) soup noodle topped with Holland pork chashu, kikurage mushrooms, nitamago, scallions, corn, spinach, roasted seaweed, sesame and black garlic oil.",https://i.imgur.com/CCP8sxE.jpg,33
Flaming Tuna Poke Bowl,"Ahi tuna, white tuna, spicy tuna, edamame, avocado, scallions, jalapeno sauce, shitake, kampyo, pickled cucumber, sesame seeds topped with creamy yuzu mayo, spicy sauce, wasabi ponzu, and wasabi tobiko.",https://images.glaciermedia.ca/polopoly_fs/1.23857048.1560567049!/fileImage/httpImage/image.png_gen/derivatives/landscape_804/poke-bowl.png,33
Roasted Feta Cheese,"Topped with roasted red pepper, tomato, black olive, and herbs then roasted.",https://theviewfromgreatisland.com/wp-content/uploads/2018/03/baked-feta-with-lemon-and-olives-1934-March-24-2018.jpg,34
Kashkeh Bodemnjan,"Mashed roasted eggplant, carmelized onion, whey, garlic, and mint.",https://4.bp.blogspot.com/-MZe0PwYgG5s/XEf0I-cy4BI/AAAAAAAALKg/0_AMVej-eGY3D0rn6tueYASVl7j3CeOlQCLcBGAs/s1600/Kashk-e%2BBademjan%2B-%2BTurmericSaffron.jpg,34
Vegetarian Shami,Falafel topped with a delicious sweet & sour pomegranate and crushed walnut sauce.,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Kathal_Ke_Kebab_Awadhi_Cuisine.jpg,34
